,age_17,age_18,age_19,age_20,age_21,age_22,age_23,age_24,age_25,age_26,age_27,age_28,age_29,age_30,age_31,age_32,age_33,age_34,age_35,age_36
child_id,"['JM17M039', 'VE15F088']","['AC17F058', 'AM18F020', 'AM18M078', 'DY10M048', 'ED06M117', 'ES11M099', 'FM08F039', 'GR14M119', 'JM08M048', 'JM14F039', 'JR15M119', 'SB12M048']","['AA04M058', 'AR15F039', 'CC05M088', 'CG10M058', 'EG12M048', 'EJ19F108', 'EP14F109', 'EU10F048', 'GH11M098', 'JC18M088', 'JE09M048', 'KW16F048', 'MC07M058', 'MF04F117', 'MG00M068', 'MG04F057', 'RH19M048']","['EB19M039', 'FA20M039', 'NA00M058', 'VO19M039']","['CS21M078', 'HE03F038', 'LH19M049', 'NW07M108', 'SL03F038', 'SS11F058', 'ZZ21M049']","['AF01F058', 'AL13F039', 'JH11M058', 'KB09F049', 'KH06F098', 'MG21M039', 'SS07F088', 'TS20M118']","['AR15F039', 'CS23F039', 'CW02F097', 'JM08M048', 'JR23M049', 'MD06M048', 'MW02M048', 'TR12M048', 'VP23F039']","['AB03F057', 'AJ14M058', 'AL06F098', 'AM18M078', 'AM22M088', 'AP15F088', 'BC21M088', 'BN14M098', 'CC05M088', 'CK19F088', 'CT21M048', 'DG12M048', 'EA22F108', 'EG12M048', 'EO04F018', 'ER17M078', 'ET09F058', 'FA20M039', 'GM18F049', 'HS13M087', 'JM14F039', 'JM14M58B', 'JM17M039', 'JO21M068', 'JS20M058', 'KV23F108', 'MA05M018', 'MK03M057', 'MS11F038', 'OO18F088', 'PI20F058', 'RL17M058', 'SP24F039', 'VA24M030', 'VE15F088', 'VL18F058']","['AW04M057', 'CG10M058', 'CS04F047', 'DR13M038', 'DY10M048', 'GG17M078', 'GH11M098', 'GS24F058', 'JE25F058', 'JO25M059', 'JV04M057', 'KH24F010', 'LG21M058', 'LK24F068', 'LP21M088', 'MC07M058', 'MF04F117', 'MM16M088', 'MV11M058', 'PR20F078', 'RA25M039', 'SL14F038', 'SM17F039', 'VG11F088']","['AA04M058', 'CA26M039', 'CD26M020', 'CS07F078', 'DY10M048', 'EG03F107', 'JE18M088', 'PA26M109', 'RA26F039']","['AL16F039', 'CF27F089', 'CS21M078', 'EU10F048', 'IC14F039', 'IR22M018', 'JM04F048', 'MD27F020', 'VG27F049']","['AG06M058', 'AP28F030', 'CW02F097', 'IC28M039', 'JM17M039', 'KG23F019', 'KW16F048', 'SM25F069', 'TS20M118']","['AG21M059', 'AM18M078', 'AS28F039', 'CE24M068', 'CS23F039', 'DG29F098', 'EC29F030', 'EM25F039', 'IA25F058', 'JO21M068', 'JS25M019', 'OO18F088', 'RH19M048', 'VE15F088']","['AA30F039', 'AO31F030', 'AS24M088', 'BN14M098', 'CF27F089', 'CR29M098', 'CS04F047', 'CT21M048', 'DS29M039', 'DV27M058', 'EB19M039', 'ED06M117', 'EV23F088', 'GS24F058', 'JM30F048', 'KV23F108', 'MB30M078', 'MK03M057', 'ML27F028', 'PI20F058', 'RA25M039', 'RI30M058', 'SM17F039', 'VP23F039', 'YT29F049']","['AJ14M058', 'AW04M057', 'BC21M088', 'CK19F088', 'CP31F088', 'CW02F097', 'DB31M030', 'EG31M049', 'EJ19F108', 'GM24F098', 'IR30M058', 'JV04M057', 'KG23F019', 'MA05M018', 'SS11F058', 'TM30M058', 'VG11F088']","['AL28F118', 'AP15F088', 'CV32M038', 'DY10M048', 'ER31F058', 'ET32F098', 'GB21M058', 'JH11M058', 'MS31F058', 'MV11M058', 'OF32F058', 'RA25M039', 'SW31F048', 'ZZ21M049']","['EC30M058', 'JS32F059', 'PR20F078']",['MK03M057'],['NR19F069'],['JV04M057']
radio,0.0,0.0,0.0,0.0,0.0,0.12,0.11,0.22,0.29,0.11,0.11,0.56,0.21,0.44,0.41,0.43,0.67,1.0,1.0,0.0
rain,0.5,0.17,0.12,0.5,0.0,0.25,0.33,0.31,0.58,0.44,0.56,0.67,0.29,0.68,0.71,0.71,0.33,1.0,1.0,0.0
raisin,0.0,0.0,0.06,0.0,0.0,0.12,0.22,0.17,0.38,0.11,0.11,0.33,0.14,0.4,0.24,0.21,0.0,0.0,0.0,0.0
ran,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.04,0.0,0.11,0.0,0.07,0.12,0.29,0.29,0.0,0.0,0.0,0.0
ranned,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rckngchr,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.03,0.08,0.0,0.0,0.22,0.0,0.16,0.24,0.14,0.0,1.0,0.0,0.0
read,0.0,0.0,0.18,0.0,0.0,0.25,0.22,0.11,0.33,0.0,0.11,0.22,0.21,0.36,0.35,0.57,0.33,0.0,1.0,0.0
red,0.5,0.08,0.0,0.0,0.0,0.12,0.22,0.14,0.29,0.11,0.22,0.56,0.36,0.6,0.47,0.5,0.33,1.0,1.0,0.0
refrgrtr,0.0,0.08,0.0,0.25,0.0,0.12,0.22,0.22,0.33,0.0,0.44,0.44,0.36,0.52,0.47,0.36,0.0,1.0,1.0,0.0
ride,0.0,0.0,0.06,0.0,0.0,0.0,0.22,0.06,0.21,0.0,0.0,0.33,0.0,0.24,0.24,0.29,0.0,1.0,0.0,0.0
rip,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.18,0.07,0.0,0.0,0.0,0.0
rock,0.0,0.25,0.06,0.0,0.0,0.12,0.33,0.11,0.33,0.22,0.11,0.22,0.0,0.32,0.53,0.36,0.33,1.0,1.0,0.0
roof,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.0,0.0,0.22,0.0,0.12,0.12,0.14,0.0,1.0,0.0,0.0
room,0.0,0.08,0.06,0.25,0.0,0.0,0.22,0.14,0.42,0.22,0.44,0.33,0.0,0.36,0.29,0.43,0.0,1.0,0.0,0.0
rooster,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.0,0.22,0.22,0.07,0.16,0.06,0.21,0.33,0.0,0.0,0.0
run,0.0,0.08,0.18,0.0,0.0,0.12,0.22,0.22,0.33,0.33,0.22,0.44,0.21,0.52,0.53,0.5,0.0,1.0,1.0,0.0
runned,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0
sad,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.06,0.12,0.0,0.11,0.22,0.0,0.2,0.29,0.43,0.33,1.0,0.0,0.0
salt,0.5,0.0,0.06,0.0,0.0,0.0,0.11,0.14,0.12,0.0,0.11,0.44,0.0,0.32,0.41,0.14,0.0,0.0,1.0,0.0
same,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.08,0.0,0.11,0.22,0.0,0.16,0.18,0.14,0.33,0.0,1.0,0.0
sandbox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.11,0.44,0.0,0.08,0.24,0.21,0.0,1.0,0.0,0.0
sandwich,0.0,0.08,0.0,0.0,0.0,0.0,0.11,0.17,0.21,0.33,0.44,0.44,0.5,0.72,0.71,0.57,0.33,1.0,1.0,1.0
sat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.0,0.0,0.0,0.0,0.04,0.24,0.14,0.0,0.0,0.0,0.0
satted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sauce,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.22,0.0,0.08,0.18,0.07,0.0,0.0,0.0,0.0
saw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.11,0.11,0.0,0.2,0.24,0.21,0.0,0.0,0.0,0.0
say,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.21,0.0,0.0,0.44,0.0,0.16,0.29,0.29,0.0,0.0,0.0,0.0
scared,0.0,0.08,0.0,0.0,0.0,0.0,0.22,0.08,0.12,0.11,0.22,0.33,0.14,0.4,0.24,0.43,0.33,1.0,0.0,1.0
scarf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.22,0.0,0.04,0.0,0.07,0.0,0.0,0.0,0.0
school,0.0,0.17,0.12,0.0,0.14,0.25,0.22,0.33,0.46,0.22,0.56,0.44,0.43,0.68,0.71,0.79,0.33,1.0,1.0,1.0
scissors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.21,0.0,0.11,0.44,0.14,0.24,0.35,0.36,0.0,1.0,0.0,0.0
see,0.0,0.33,0.18,0.0,0.0,0.12,0.11,0.17,0.38,0.11,0.22,0.33,0.14,0.52,0.47,0.36,0.33,1.0,1.0,0.0
seed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shake,0.0,0.08,0.06,0.0,0.0,0.0,0.0,0.06,0.08,0.11,0.11,0.22,0.0,0.2,0.35,0.21,0.0,0.0,1.0,0.0
share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.25,0.22,0.0,0.33,0.07,0.16,0.24,0.21,0.0,0.0,0.0,0.0
she,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.12,0.11,0.11,0.22,0.14,0.16,0.18,0.21,0.33,1.0,0.0,0.0
sheep,0.0,0.17,0.18,0.0,0.0,0.12,0.22,0.03,0.21,0.22,0.22,0.56,0.14,0.32,0.24,0.21,0.33,0.0,1.0,0.0
shh,0.5,0.5,0.47,0.75,0.43,0.62,0.67,0.64,0.71,0.56,0.78,0.44,0.43,0.68,0.82,0.79,0.67,1.0,1.0,1.0
shirt,0.0,0.08,0.12,0.0,0.0,0.12,0.22,0.14,0.38,0.44,0.22,0.33,0.14,0.48,0.47,0.36,0.33,0.0,1.0,0.0
shoe,0.5,0.75,0.53,0.5,0.57,0.62,0.78,0.78,0.79,0.78,1.0,0.78,0.64,0.84,0.94,0.86,0.33,1.0,1.0,1.0
shoeses,0.0,0.0,0.06,0.0,0.0,0.25,0.0,0.11,0.08,0.0,0.44,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0
shopping,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.17,0.12,0.11,0.22,0.11,0.14,0.28,0.35,0.29,0.33,1.0,0.0,0.0
shorts,0.0,0.0,0.06,0.25,0.0,0.0,0.22,0.42,0.33,0.56,0.67,0.44,0.29,0.64,0.59,0.5,0.0,1.0,1.0,1.0
shoulder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.12,0.22,0.11,0.11,0.0,0.2,0.24,0.21,0.33,1.0,0.0,0.0
shovel,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.21,0.0,0.0,0.22,0.07,0.12,0.12,0.14,0.0,0.0,0.0,0.0
show,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.03,0.08,0.0,0.0,0.22,0.07,0.2,0.24,0.21,0.0,0.0,1.0,0.0
shower,0.0,0.17,0.0,0.0,0.0,0.12,0.22,0.14,0.38,0.22,0.22,0.44,0.0,0.4,0.53,0.29,0.0,1.0,0.0,0.0
sick,0.0,0.0,0.06,0.0,0.0,0.12,0.11,0.08,0.21,0.0,0.11,0.22,0.07,0.44,0.29,0.36,0.33,1.0,1.0,0.0
sidewalk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.12,0.0,0.0,0.33,0.0,0.08,0.24,0.14,0.0,1.0,0.0,0.0
sing,0.0,0.0,0.12,0.25,0.0,0.12,0.22,0.14,0.38,0.11,0.11,0.22,0.14,0.36,0.35,0.43,0.33,0.0,0.0,0.0
sink,0.0,0.08,0.06,0.0,0.0,0.0,0.11,0.11,0.17,0.0,0.11,0.33,0.29,0.36,0.29,0.21,0.0,1.0,0.0,0.0
sister,0.5,0.08,0.0,0.0,0.14,0.12,0.22,0.25,0.08,0.11,0.11,0.44,0.07,0.48,0.41,0.36,0.0,0.0,0.0,0.0
sit,0.0,0.33,0.18,0.0,0.0,0.38,0.33,0.25,0.5,0.56,0.22,0.56,0.36,0.48,0.59,0.36,0.67,0.0,1.0,0.0
sitted,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0
skate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.11,0.33,0.0,0.2,0.12,0.43,0.0,0.0,0.0,0.0
sky,0.0,0.17,0.24,0.0,0.0,0.25,0.22,0.17,0.46,0.22,0.22,0.33,0.14,0.44,0.41,0.29,0.33,1.0,1.0,0.0
sled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.08,0.0,0.14,0.0,0.0,0.0,0.0
sleep,0.0,0.17,0.12,0.0,0.0,0.25,0.11,0.22,0.29,0.56,0.67,0.44,0.64,0.68,0.47,0.57,0.67,0.0,1.0,0.0
sleepy,0.0,0.08,0.0,0.0,0.0,0.12,0.11,0.14,0.21,0.33,0.56,0.33,0.21,0.48,0.41,0.5,0.33,1.0,1.0,0.0
slide1,0.0,0.17,0.0,0.0,0.0,0.12,0.11,0.14,0.33,0.11,0.11,0.33,0.14,0.36,0.29,0.21,0.0,1.0,0.0,0.0
slide2,0.0,0.17,0.0,0.0,0.0,0.12,0.11,0.08,0.17,0.0,0.11,0.22,0.07,0.2,0.18,0.29,0.0,0.0,0.0,0.0
slipper,0.0,0.0,0.06,0.0,0.0,0.12,0.11,0.03,0.04,0.0,0.11,0.44,0.07,0.12,0.18,0.14,0.0,1.0,0.0,0.0
slow,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.03,0.17,0.0,0.11,0.22,0.0,0.12,0.12,0.21,0.0,1.0,1.0,0.0
smile,0.0,0.08,0.06,0.25,0.0,0.0,0.11,0.08,0.17,0.11,0.11,0.44,0.14,0.16,0.35,0.43,0.0,0.0,0.0,0.0
snack,0.0,0.0,0.0,0.0,0.0,0.12,0.22,0.06,0.12,0.11,0.11,0.33,0.21,0.4,0.29,0.14,0.0,1.0,0.0,0.0
sneaker,0.0,0.0,0.0,0.0,0.0,0.12,0.11,0.03,0.04,0.0,0.0,0.22,0.0,0.16,0.24,0.07,0.0,1.0,0.0,0.0
snow,0.0,0.08,0.0,0.0,0.14,0.0,0.0,0.08,0.17,0.11,0.56,0.33,0.07,0.36,0.35,0.21,0.0,1.0,0.0,0.0
snowman,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.06,0.12,0.11,0.11,0.22,0.0,0.32,0.18,0.21,0.0,1.0,0.0,0.0
snowsuit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0
so,0.0,0.08,0.0,0.0,0.0,0.12,0.11,0.06,0.08,0.0,0.33,0.22,0.0,0.2,0.29,0.21,0.0,0.0,0.0,0.0
soap,0.0,0.08,0.06,0.25,0.0,0.12,0.33,0.17,0.38,0.22,0.11,0.44,0.14,0.44,0.76,0.5,0.33,1.0,1.0,0.0
sobig,0.0,0.08,0.0,0.0,0.0,0.0,0.11,0.03,0.21,0.0,0.33,0.22,0.14,0.24,0.41,0.29,0.0,1.0,0.0,0.0
sock,0.5,0.33,0.29,0.25,0.29,0.38,0.67,0.31,0.62,0.33,0.33,0.56,0.29,0.6,0.71,0.5,0.33,1.0,0.0,1.0
sockses,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0
soda,0.0,0.08,0.18,0.25,0.0,0.5,0.33,0.39,0.12,0.11,0.11,0.56,0.21,0.44,0.53,0.64,0.33,0.0,0.0,1.0
sofa,0.0,0.08,0.06,0.0,0.0,0.0,0.0,0.19,0.21,0.0,0.67,0.33,0.43,0.36,0.29,0.21,0.33,0.0,0.0,0.0
soft,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.06,0.12,0.0,0.22,0.22,0.07,0.16,0.18,0.21,0.0,1.0,0.0,0.0
some,0.0,0.08,0.12,0.0,0.0,0.0,0.0,0.08,0.12,0.11,0.11,0.33,0.07,0.32,0.12,0.29,0.0,0.0,1.0,0.0
soup,0.5,0.0,0.06,0.25,0.0,0.0,0.11,0.19,0.38,0.11,0.22,0.33,0.29,0.48,0.53,0.21,0.0,1.0,0.0,0.0
spaghett,0.0,0.08,0.06,0.25,0.0,0.0,0.22,0.31,0.46,0.22,0.56,0.56,0.57,0.64,0.35,0.5,0.33,1.0,0.0,1.0
spill,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.12,0.22,0.0,0.22,0.0,0.2,0.18,0.21,0.0,0.0,0.0,0.0
splash,0.5,0.17,0.12,0.0,0.0,0.12,0.0,0.08,0.17,0.0,0.22,0.22,0.07,0.16,0.29,0.07,0.33,1.0,0.0,0.0
splural,0.0,0.25,0.24,0.0,0.0,0.38,0.44,0.42,0.54,0.44,0.78,0.56,0.36,0.72,0.71,0.71,0.67,1.0,0.0,1.0
spoon,0.0,0.33,0.18,0.0,0.0,0.25,0.44,0.19,0.5,0.56,0.33,0.67,0.29,0.56,0.53,0.57,0.33,1.0,1.0,0.0
spossess,0.5,0.17,0.18,0.25,0.0,0.25,0.33,0.25,0.5,0.56,0.44,0.44,0.07,0.72,0.65,0.64,0.67,1.0,0.0,0.0
sprinklr,0.0,0.0,0.06,0.0,0.0,0.0,0.11,0.03,0.21,0.11,0.0,0.44,0.0,0.12,0.12,0.14,0.0,1.0,0.0,0.0
squirrel,0.0,0.08,0.06,0.0,0.0,0.0,0.22,0.08,0.25,0.33,0.22,0.22,0.07,0.24,0.29,0.21,0.0,1.0,0.0,0.0
stairs,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.03,0.29,0.11,0.33,0.33,0.14,0.28,0.18,0.21,0.0,1.0,1.0,0.0
stand,0.0,0.08,0.12,0.0,0.0,0.0,0.0,0.03,0.17,0.11,0.11,0.22,0.0,0.16,0.29,0.29,0.0,1.0,0.0,0.0
star,0.0,0.25,0.29,0.25,0.14,0.25,0.11,0.31,0.54,0.22,0.67,0.56,0.5,0.64,0.71,0.64,0.33,1.0,1.0,1.0
stay,0.0,0.17,0.06,0.25,0.0,0.12,0.0,0.11,0.25,0.0,0.22,0.33,0.0,0.2,0.18,0.29,0.0,0.0,1.0,0.0
stick,0.0,0.17,0.0,0.0,0.0,0.0,0.22,0.08,0.25,0.0,0.11,0.22,0.0,0.24,0.24,0.14,0.0,0.0,0.0,0.0
sticky,0.0,0.08,0.0,0.0,0.0,0.25,0.0,0.06,0.08,0.11,0.22,0.33,0.07,0.2,0.24,0.21,0.0,1.0,0.0,0.0
stone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.0,0.11,0.22,0.0,0.08,0.0,0.07,0.0,1.0,0.0,0.0
stop,0.0,0.17,0.35,0.25,0.0,0.25,0.33,0.33,0.5,0.44,0.56,0.56,0.43,0.68,0.59,0.71,0.67,1.0,1.0,1.0
store,0.0,0.0,0.06,0.25,0.0,0.38,0.22,0.17,0.25,0.33,0.44,0.33,0.21,0.52,0.65,0.57,0.0,1.0,0.0,0.0
story,0.0,0.08,0.06,0.25,0.0,0.0,0.11,0.11,0.33,0.11,0.33,0.44,0.36,0.52,0.59,0.36,0.33,1.0,1.0,0.0
stove,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.17,0.0,0.0,0.33,0.0,0.16,0.24,0.21,0.0,0.0,0.0,0.0
street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.17,0.22,0.22,0.44,0.14,0.4,0.29,0.43,0.0,1.0,1.0,0.0
stroller,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.14,0.25,0.33,0.22,0.33,0.07,0.32,0.24,0.29,0.0,1.0,0.0,0.0
strwbrry,0.0,0.0,0.0,0.25,0.0,0.0,0.33,0.14,0.21,0.22,0.33,0.67,0.07,0.4,0.35,0.29,0.33,0.0,1.0,0.0
stuck,0.0,0.0,0.06,0.0,0.0,0.12,0.11,0.03,0.12,0.11,0.0,0.33,0.0,0.12,0.18,0.36,0.0,0.0,0.0,0.0
sun,0.0,0.25,0.12,0.25,0.0,0.25,0.33,0.22,0.42,0.33,0.56,0.67,0.36,0.6,0.82,0.57,0.33,1.0,1.0,0.0
sweater,0.0,0.0,0.0,0.25,0.0,0.0,0.11,0.11,0.12,0.11,0.22,0.44,0.21,0.4,0.29,0.29,0.0,1.0,1.0,0.0
sweep,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.03,0.12,0.0,0.11,0.22,0.07,0.2,0.18,0.21,0.0,0.0,0.0,0.0
swim,0.0,0.0,0.06,0.0,0.0,0.12,0.22,0.08,0.33,0.22,0.22,0.33,0.14,0.32,0.41,0.43,0.33,1.0,1.0,1.0
swing1,0.0,0.25,0.06,0.0,0.0,0.12,0.22,0.19,0.42,0.22,0.22,0.44,0.07,0.4,0.47,0.43,0.0,1.0,1.0,0.0
swing2,0.0,0.17,0.06,0.0,0.0,0.12,0.22,0.14,0.33,0.22,0.22,0.33,0.07,0.28,0.29,0.29,0.0,1.0,0.0,0.0
table,0.0,0.08,0.0,0.0,0.0,0.25,0.11,0.17,0.38,0.22,0.44,0.33,0.21,0.52,0.59,0.43,0.0,1.0,1.0,0.0
take,0.0,0.17,0.06,0.0,0.0,0.0,0.0,0.14,0.21,0.0,0.11,0.33,0.07,0.32,0.24,0.29,0.33,0.0,1.0,0.0
taked,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.11,0.11,0.0,0.04,0.0,0.07,0.33,1.0,0.0,0.0
talk,0.0,0.0,0.06,0.0,0.0,0.0,0.11,0.06,0.21,0.0,0.11,0.11,0.14,0.32,0.24,0.36,0.0,0.0,1.0,0.0
tape,0.0,0.0,0.06,0.0,0.0,0.0,0.22,0.14,0.17,0.0,0.11,0.33,0.07,0.48,0.29,0.36,0.0,1.0,1.0,0.0
taste,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.17,0.0,0.11,0.22,0.0,0.28,0.29,0.14,0.0,1.0,0.0,0.0
teacher,0.0,0.0,0.0,0.0,0.0,0.12,0.11,0.11,0.21,0.11,0.11,0.22,0.14,0.44,0.47,0.29,0.33,1.0,1.0,1.0
tear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.22,0.0,0.16,0.12,0.07,0.0,0.0,0.0,0.0
teddyber,0.0,0.08,0.18,0.0,0.0,0.12,0.11,0.14,0.38,0.44,0.22,0.56,0.36,0.68,0.53,0.5,0.33,1.0,0.0,0.0
teeth,0.0,0.25,0.24,0.0,0.0,0.12,0.56,0.31,0.58,0.56,0.44,0.44,0.29,0.72,0.76,0.71,0.33,1.0,1.0,0.0
teeths,0.0,0.17,0.12,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.22,0.0,0.07,0.16,0.24,0.14,0.33,0.0,0.0,0.0
telephon,0.0,0.25,0.24,0.25,0.0,0.38,0.33,0.53,0.62,0.44,0.44,0.56,0.43,0.76,0.71,0.71,0.67,1.0,1.0,1.0
thankyou,0.0,0.33,0.47,0.25,0.14,0.75,0.56,0.67,0.79,0.44,0.67,0.78,0.93,0.84,0.94,0.86,1.0,1.0,1.0,1.0
that,0.0,0.17,0.18,0.0,0.0,0.12,0.22,0.11,0.38,0.22,0.22,0.44,0.29,0.28,0.24,0.29,0.33,1.0,1.0,0.0
the,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.08,0.17,0.11,0.33,0.33,0.14,0.32,0.29,0.29,0.33,0.0,1.0,0.0
their,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.04,0.12,0.21,0.0,1.0,0.0,0.0
them,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.22,0.0,0.04,0.18,0.21,0.0,0.0,0.0,0.0
then,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.16,0.06,0.14,0.0,0.0,0.0,0.0
there,0.0,0.08,0.0,0.0,0.0,0.12,0.33,0.08,0.21,0.22,0.22,0.33,0.07,0.36,0.35,0.36,0.33,0.0,0.0,0.0
these,0.0,0.0,0.06,0.0,0.0,0.0,0.22,0.03,0.17,0.0,0.11,0.33,0.0,0.16,0.18,0.29,0.0,0.0,0.0,0.0
they,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.06,0.08,0.0,0.0,0.11,0.0,0.08,0.12,0.21,0.0,0.0,0.0,0.0
think,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.11,0.22,0.0,0.16,0.12,0.21,0.0,0.0,1.0,0.0
thirsty,0.0,0.0,0.06,0.0,0.0,0.12,0.0,0.06,0.17,0.22,0.11,0.33,0.07,0.24,0.35,0.36,0.0,1.0,1.0,0.0
this,0.0,0.17,0.12,0.0,0.29,0.25,0.44,0.17,0.33,0.33,0.22,0.33,0.14,0.28,0.41,0.57,0.33,0.0,0.0,0.0
those,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.03,0.12,0.0,0.0,0.11,0.0,0.12,0.06,0.21,0.0,0.0,0.0,0.0
throw,0.0,0.08,0.12,0.0,0.0,0.12,0.33,0.08,0.25,0.0,0.11,0.22,0.07,0.32,0.29,0.29,0.0,1.0,1.0,0.0
thslttlp,0.0,0.25,0.12,0.0,0.0,0.12,0.22,0.08,0.29,0.0,0.22,0.22,0.07,0.24,0.29,0.21,0.0,1.0,1.0,0.0
tickle,0.0,0.17,0.12,0.0,0.0,0.12,0.33,0.14,0.21,0.33,0.22,0.33,0.14,0.44,0.35,0.43,0.33,0.0,0.0,0.0
tiger,0.0,0.17,0.12,0.5,0.0,0.0,0.33,0.31,0.33,0.33,0.44,0.67,0.43,0.76,0.65,0.43,0.67,1.0,1.0,1.0
tights,0.0,0.0,0.0,0.0,0.0,0.12,0.11,0.03,0.04,0.0,0.0,0.22,0.0,0.08,0.06,0.07,0.0,0.0,0.0,0.0
time,0.0,0.0,0.06,0.0,0.0,0.0,0.11,0.08,0.04,0.0,0.0,0.11,0.0,0.2,0.0,0.29,0.0,0.0,0.0,0.0
tiny,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.0,0.11,0.22,0.0,0.08,0.12,0.21,0.0,0.0,0.0,0.0
tired,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.06,0.21,0.11,0.11,0.33,0.14,0.28,0.41,0.36,0.33,1.0,0.0,0.0
tissue,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.08,0.17,0.11,0.11,0.44,0.14,0.44,0.35,0.29,0.0,1.0,0.0,0.0
to,0.0,0.08,0.06,0.0,0.0,0.0,0.0,0.06,0.17,0.0,0.0,0.22,0.0,0.24,0.24,0.36,0.0,0.0,0.0,0.0
toast,0.0,0.0,0.0,0.0,0.0,0.12,0.11,0.06,0.21,0.22,0.0,0.22,0.0,0.36,0.24,0.21,0.33,1.0,0.0,0.0
today,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.11,0.11,0.22,0.07,0.28,0.29,0.36,0.0,0.0,0.0,0.0
